Time,States,Thpt
336.927706,3347,9.93388178056215
341.692357,2879,8.42570792416056
360.93637,2741,7.59413632934802
3659.585758,3593104,981.833529148847
2301.584547,3590170,1559.86883240053
446.78035,3024,6.76842658814337
476.298757,5456,11.4549952520661
497.343788,3275,6.5849822175722
396.478815,3131,7.8970171457963
328.113898,2931,8.93287366937441
495.328231,2957,5.96977885558879
416.314539,2868,6.88902195654522
334.107646,3006,8.99710029383763
361.29252,2980,8.2481641192018
394.474157,2902,7.35662894134786
407.947506,3350,8.21184086366249
364.296295,2961,8.12799921558357
767.855973,3213,4.18437846806982
394.841314,3038,7.69423029526236
386.403962,3134,8.11068288166259
447.598419,2877,6.42763664453426
390.533898,2966,7.59473125172863
431.179476,3235,7.50267621736244
570.963477,15840,27.7425801090251
452.246239,4701,10.3947796456965
434.17696,4075,9.38557402953856
381.372168,4056,10.6352805483173
398.021391,3180,7.98952034213659
364.73314,2902,7.95650211549189
367.810952,3032,8.24336519484607
2404.058788,3592259,1494.24756912392
2250.087245,3593510,1597.05362891384
2374.869043,3591128,1512.13727366777
2447.874331,3596510,1469.23800558453
2528.453882,3592630,1420.88017724027
2424.779407,3591181,1481.03410546657
2758.567144,3593381,1302.62589685945
2563.272209,3592939,1401.70013445497
5074.328145,3593425,708.157789034749
2394.168885,3589832,1499.40633782817
2325.665141,3594504,1545.58106265222
2725.276844,3595354,1319.26193403638
2639.809128,3593315,1361.20258161332
2389.961325,3594629,1504.0532088945
2574.345039,3594960,1396.45616478685
2336.164129,3593126,1538.04518928987
2481.101574,3594454,1448.73311019068
2552.414482,3593256,1407.78702884667
678.239127,2866,4.22564827935679
543.932171,5367,9.86703910182948
603.381257,3431,5.68628866110105
388.817633,3105,7.98574893850043
526.62665,5348,10.1552019822772
402.868247,3283,8.14906616355893
455.666197,2950,6.47403739716071
416.485846,2984,7.16470926601429
566.33385,3595,6.34784588630893
451.85748,5323,11.7802631041983
558.424456,2094,3.74983577008669
584.845126,2145,3.66763764395294
593.892955,2341,3.94178779238087
677.343852,3102,4.57965328959685
648.124087,3230,4.98361357768825
515.235948,3210,6.23015535398939
710.701059,2861,4.02560255647516
628.451444,5135,8.17087787612753
2775.282709,3588909,1293.16879623163
2404.627756,3595729,1495.33706039447
2776.329917,3588759,1292.62699581391
2767.839243,3577564,1292.54761057667
2780.391418,3596314,1293.45601368131
2779.795136,3592105,1292.21932705763
2409.185962,3589689,1490.00079554672
2476.629154,3593595,1451.00246203433
2485.195365,3588913,1444.11705033097
2554.336856,3594036,1407.03290231976
2736.851961,3594333,1313.30925136583
2727.167509,3594035,1317.8636765579
2732.448445,3591681,1314.45517538392
2346.52575,3594489,1531.83445781492
2567.845216,3597320,1400.90998382046
2737.202849,3594691,1313.27168584282
2483.247929,3597536,1448.72203777442
2531.565562,3593506,1419.4797298321
539.35356,2393,4.43679281545857
492.277279,3122,6.34195428710818
479.284428,3083,6.43250608592691
554.616942,3219,5.80400589349469
888.998811,2993,3.36670866481058
560.785208,2845,5.07324365802459
2655.622391,3595250,1353.82575933402
2492.143191,3594036,1442.14666836935
2453.974605,3559061,1450.32511450949
3592.670582,3587453,998.547714887599
2460.159075,3594785,1461.20022746903
2559.5471,3591351,1403.11971598413
2469.957445,3585767,1451.75254223864
2749.128035,3589712,1305.76384740844
2448.873403,3588757,1465.47265187477
6203.666775,3530164,569.044748539061
2272.851577,3591539,1580.19073323766
2719.849571,3593920,1321.36719556833
2755.675858,3591048,1303.14601028812
2537.14016,3595102,1416.98990725053
5963.153098,3592980,602.530228714916
464.394314,3132,6.74426862168687
579.047457,3348,5.78190951281563
428.075398,3188,7.4472861904575
484.849735,7635,15.7471468969659
615.014102,8551,13.903746226619
500.962996,6877,13.7275608276664
558.930774,7139,12.7726014241613
2698.425648,3591484,1330.9553304394
2693.803099,3592316,1333.54809834971
2710.532776,3593380,1325.7098500402
2713.004685,3593607,1324.58562267466
2695.853685,3591379,1332.18617166903
2687.696529,3592847,1336.77554784683
2725.530879,3591292,1317.64861945635
2740.553205,3595491,1311.95810883737
2268.092659,3593574,1584.40352326011
2280.894485,3592386,1574.9899978385
2724.676681,3588978,1317.21243295655
2726.105449,3588545,1316.36323947643
2726.999101,3593835,1317.87172158661
2331.678499,3594460,1541.57616564272
2738.714427,3594885,1312.61768826984
2737.671598,3594605,1313.01541157312
2731.079129,3595253,1316.42212846335
2728.22947,3595333,1317.82646567482
2721.668925,3594291,1320.62021467214
2712.928433,3594365,1324.90225553989
2766.985923,3596016,1299.61485170881
2594.10721,3592659,1384.93081016494
2801.662699,3590138,1281.4312020078
2738.21424,3575487,1305.77328383187
2741.209049,3593398,1310.88068650251
2799.417501,3550401,1268.26420093885
2769.200699,3594204,1297.92109372857
2727.180956,3593089,1317.5103001856
2578.777953,3591743,1392.80816939728
2421.989527,3596259,1484.83672613337
2559.840925,3586917,1401.22652348017
399.442535,3315,8.2990660972047
495.525377,15942,32.1719143760421
503.479013,16886,33.5386372897335
535.448751,16441,30.7050860970259
526.716871,15917,30.2192712562647
513.240808,16458,32.0668188177274
566.433963,16281,28.7429798767204
576.383365,16051,27.8477849547237
454.749778,16416,36.0989730928467
489.812959,15252,31.1384166542641
462.946569,5167,11.1611152258048
759.674715,3095,4.07411216786385
818.638515,5537,6.76366906582694
584.089928,3137,5.37074832079625
439.626467,3245,7.3812662420982
456.366686,3034,6.64816274516585
522.383462,16960,32.4665714627849
740.304163,16859,22.773071992032
607.546436,2897,4.76835979661644
570.575759,3161,5.5400180434234
602.852423,5055,8.38513673851486
688.405135,3335,4.84453097520837
2692.340758,3595854,1335.58651122274
2722.113455,3591537,1319.39283919377
2749.377874,3590674,1305.99508854562
2425.315708,3595730,1482.58224203115
2365.698623,3593027,1518.80166182943
2704.85937,3592047,1327.99769179867
582.989882,3259,5.59014847533838
579.965735,3068,5.28996769093609
432.925501,2964,6.84644354087148
619.491276,3328,5.37214990578818
2306.185176,3595606,1559.11417583407
2753.543232,3597328,1306.43599787868
2720.068376,3594069,1321.31568151432
2310.869627,3588916,1553.05862263601
2382.004598,3591646,1507.82496516407
2403.2187,3591957,1494.64424523661
2352.114406,3596231,1528.93540842503
2375.472048,3596648,1514.07717174704
2563.817306,3590585,1400.48395476429
2327.137657,3589512,1542.45795868706
2355.498847,3592522,1525.16398153856
2331.856192,3593614,1541.09589276078
433.587959,2146,4.94939943662043
370.272131,2110,5.69851150909329
1305.823574,1285818,984.679726727004
490.76765,11509,23.4510159746674
438.776809,11462,26.1226203502474
2437.374009,3595051,1474.96895705184
2503.326532,3594260,1435.79351477109
2490.521537,3592362,1442.41354536819
2451.454718,3591415,1465.01380328576
2414.735113,3590463,1486.89725041489
2476.072316,3592785,1451.00164352389
2466.610516,3593438,1456.83235220586
2404.260697,3594480,1495.04585941331
2492.312335,3587090,1439.26182510347
2401.233037,3587219,1493.90706554734
2511.713032,3590408,1429.46584831033
2383.255955,3592066,1507.20949315744
2724.437306,3594379,1319.31059381845
3030.015543,3593958,1186.11866803879
2740.792373,3594357,1311.42987531949
2557.442173,3590097,1403.78423328675
2680.271067,3590026,1339.42646480838
2500.365763,3591042,1436.2066754951
2523.921226,3594826,1424.30198017599
2735.004908,3588827,1312.18302003866
2495.542637,3595793,1440.88622117178
2552.889787,3595991,1408.59625758689
2502.804267,3591623,1435.03950642737
2389.093516,3592119,1503.54893014577
2733.20855,3593601,1314.79209663675
2491.455485,3589339,1440.65949466482
2542.45718,3595487,1414.1779961069
2545.41285,3591079,1410.80414519004
2509.012092,3589833,1430.77548786879
515.126975,3121,6.05870038159038
789.859844,3296,4.17289222263589
529.905516,3150,5.94445595467249
607.119347,3130,5.15549375170876
542.012007,3023,5.57736721873027
454.832043,3289,7.23124074176102
639.757622,3102,4.84871128272388
2697.209198,3593682,1332.37051195908
2731.693604,3595253,1316.12600869127
2564.857868,3588534,1399.11612443392
3555.050641,3592805,1010.61992157428
2716.806521,3589781,1321.32375723196
2739.926373,3591720,1310.88194025716
2509.045323,3592704,1431.90079791157
2337.405099,3590758,1536.2155244447
2368.029324,3590742,1516.34186435438
2329.115159,3594916,1543.46855118296
2472.569421,3593972,1453.53734842618
533.37307,17613,33.0219146609708
541.958055,17794,32.8327992098946
456.232003,17435,38.2152060472619
452.67912,16886,37.3023611073557
490.403877,17635,35.9601561632842
2444.160892,3591504,1469.42208745561
2710.906909,3591010,1324.65264228666
566.927966,3160,5.57390037096882
449.649981,3129,6.95874598513549
2711.322003,3592546,1325.01635586808
2727.316801,3594735,1318.04819985781
2525.506004,3593372,1422.83249151207
2486.385168,3594438,1445.64810241822
2717.409414,3589113,1320.7847818253
2448.512033,3593841,1467.76530054325
2531.526032,3591290,1418.62653379975
2693.257663,3590018,1332.96492545801
3533.366151,3589846,1015.9847144582
429.688166,3096,7.20522519579932
503.498472,2938,5.83517163086843
347.74669,3013,8.66435277931761
387.7381,2851,7.352901352743
719.871695,4047,5.62183515216555
385.555551,2898,7.5164266017791
470.336955,2794,5.9404220108539
682.661419,3084,4.51761285194293
734.004725,4672,6.36508164167472
1002.430532,4370,4.35940432827918
924.79207,3128,3.38238194451646
494.986713,3389,6.84664842710637
641.388358,3620,5.64400640399525
543.99131,11325,20.8183472636723
445.437292,5126,11.5077926614191
421.004621,2908,6.9072876043325
411.661387,2924,7.10292510383054
729.933398,3055,4.18531335649338
605.644791,17997,29.7154376087088
525.55444,16580,31.5476356740512
521.982309,17202,32.9551398647114
602.654004,17387,28.850716803667
586.740883,16506,28.1316684728103
664.725366,17412,26.1942764495014
639.264792,17345,27.1327315645439
566.372363,17141,30.2645417039885
648.429919,18383,28.3500181921741
648.159168,16569,25.5631653736016
606.240323,15930,26.2767080902337
628.851184,16994,27.023881694719
778.050246,16485,21.1875776464956
795.698343,16513,20.7528394966131
738.134084,17308,23.4483143038278
760.797609,15693,20.6270364343377
807.739145,15611,19.3267840201059
2768.667187,3589998,1296.65205585434
2552.994036,3591974,1406.96529226048
2644.992326,3593569,1358.63116300021
2722.13811,3592767,1319.83273986051
2715.278612,3592332,1323.00677511469
2776.608996,3594434,1294.54093290707
2516.365409,3594154,1428.31163834362
2705.52805,3591227,1327.36638971457
2398.983575,3590495,1496.67344012557
3522.349294,3590268,1019.28221772772
2488.964031,3593894,1443.93167407729
398.513321,2966,7.44266212370853
437.691255,3060,6.99122946836121
576.825635,3411,5.91339876910984
431.237165,3005,6.96832333548988
561.052471,3103,5.53067700507463
554.102567,3013,5.4376214431073
575.661944,2818,4.89523413762436
466.247186,3035,6.50942266491234
2464.785472,3590634,1456.77343557468
2478.610484,3593340,1449.73969213631
